"","bsr","currency","dim_unit","dim_x","dim_y","dim_z","price","reviews","reviews_count","weight","weight_unit","sales"
"1331",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1332",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"1333",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"1334",46208,"EUR",NA,NA,NA,NA,29.9,NA,NA,NA,NA,35
"1335",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1336",NA,"EUR",NA,NA,NA,NA,14.95,4.8,218,NA,NA,NA
"1337",NA,"EUR",NA,NA,NA,NA,18,NA,NA,NA,NA,NA
"1338",NA,"EUR",NA,NA,NA,NA,14.95,4.7,NA,NA,NA,NA
"1339",NA,"EUR",NA,NA,NA,NA,18.99,4.7,NA,NA,NA,NA
"1340",NA,"EUR",NA,NA,NA,NA,19.9,4.5,NA,NA,NA,NA
"1341",NA,"EUR",NA,NA,NA,NA,25,NA,5,NA,NA,NA
"1342",NA,"EUR",NA,NA,NA,NA,13,4.3,NA,NA,NA,NA
"1343",NA,"EUR",NA,NA,NA,NA,11,4.2,NA,NA,NA,NA
"1344",NA,"EUR",NA,NA,NA,NA,14.95,4.7,50,NA,NA,NA
"1345",NA,"EUR",NA,NA,NA,NA,0,4.8,NA,NA,NA,NA
"1346",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1347",NA,"EUR",NA,NA,NA,NA,9.99,4.9,NA,NA,NA,NA
"1348",NA,"EUR",NA,NA,NA,NA,13,4.3,NA,NA,NA,NA
"1349",NA,"EUR",NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1350",NA,"EUR",NA,NA,NA,NA,9.99,4.9,NA,NA,NA,NA
"1351",NA,"EUR",NA,NA,NA,NA,0,4.8,NA,NA,NA,NA
"1352",NA,"EUR",NA,NA,NA,NA,16.99,3.8,NA,NA,NA,NA
"1353",NA,"EUR",NA,NA,NA,NA,25,NA,5,NA,NA,NA
"1354",NA,"EUR",NA,NA,NA,NA,14.95,4.7,50,NA,NA,NA
"1355",NA,"EUR",NA,NA,NA,NA,24.95,4.5,NA,NA,NA,NA
"1356",NA,"EUR",NA,NA,NA,NA,15.9,4.8,25,NA,NA,NA
"1357",NA,"EUR",NA,NA,NA,NA,22.99,4.4,57,NA,NA,NA
"1358",NA,"EUR",NA,NA,NA,NA,32,NA,4,NA,NA,NA
"1359",NA,"EUR",NA,NA,NA,NA,14.5,3.3,5,NA,NA,NA
"1360",NA,"EUR",NA,NA,NA,NA,19.53,NA,1,NA,NA,NA
"1361",NA,"EUR",NA,NA,NA,NA,11.79,NA,NA,NA,NA,NA
"1362",NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA
"1363",NA,"EUR",NA,NA,NA,NA,25.7,4.3,32,NA,NA,NA
"1364",NA,"EUR",NA,NA,NA,NA,26.95,4.2,NA,NA,NA,NA
"1365",NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA
"1366",5570,"EUR",NA,NA,NA,NA,28.89,4.6,31,4.6,"von",145
"1367",NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA
"1368",NA,"EUR",NA,NA,NA,NA,14.9,4.8,95,NA,NA,NA
"1369",NA,"EUR",NA,NA,NA,NA,16.9,NA,NA,NA,NA,NA
"1370",NA,"EUR",NA,NA,NA,NA,25.7,4.3,32,NA,NA,NA
"1371",NA,"EUR",NA,NA,NA,NA,18.9,4.7,NA,NA,NA,NA
"1372",NA,"EUR",NA,NA,NA,NA,19.9,NA,28,NA,NA,NA
"1373",6529,NA,NA,NA,NA,NA,NA,4.1,15,780,"g",145
"1374",NA,"EUR",NA,NA,NA,NA,7.95,4.7,29,NA,NA,NA
"1375",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"1376",NA,"EUR",NA,NA,NA,NA,8.9,4.3,18,NA,NA,NA
"1377",NA,"EUR",NA,NA,NA,NA,14.5,3.7,4,NA,NA,NA
"1378",NA,"EUR",NA,NA,NA,NA,16.9,NA,NA,NA,NA,NA
"1379",1704,"EUR",NA,NA,NA,NA,13.9,4.5,50,4.5,"von",339.5
"1380",NA,"EUR",NA,NA,NA,NA,25.7,4.3,32,NA,NA,NA
"1381",NA,"EUR",NA,NA,NA,NA,22.99,4.4,57,NA,NA,NA
"1382",NA,"EUR",NA,NA,NA,NA,24.95,4.5,NA,NA,NA,NA
"1383",NA,"EUR",NA,NA,NA,NA,32,NA,4,NA,NA,NA
"1384",NA,"EUR",NA,NA,NA,NA,29.99,4.1,17,NA,NA,NA
"1385",NA,"EUR",NA,NA,NA,NA,19.53,NA,1,NA,NA,NA
"1386",NA,"EUR",NA,NA,NA,NA,11.79,NA,NA,NA,NA,NA
"1387",NA,"EUR",NA,NA,NA,NA,28.99,4.3,24,NA,NA,NA
"1388",NA,"EUR",NA,NA,NA,NA,15.9,4.8,25,NA,NA,NA
"1389",NA,"EUR",NA,NA,NA,NA,36.9,2.9,2,NA,NA,NA
"1390",NA,"EUR",NA,NA,NA,NA,18.9,4.7,83,NA,NA,NA
"1391",NA,"EUR",NA,NA,NA,NA,9.99,4.8,NA,NA,NA,NA
"1392",NA,"EUR",NA,NA,NA,NA,25.7,4.3,32,NA,NA,NA
"1393",NA,"EUR",NA,NA,NA,NA,7.99,NA,NA,NA,NA,NA
"1394",NA,"EUR",NA,NA,NA,NA,15.9,4.8,25,NA,NA,NA
"1395",NA,"EUR",NA,NA,NA,NA,24.95,4.4,NA,NA,NA,NA
"1396",NA,"EUR",NA,NA,NA,NA,19.99,NA,36,NA,NA,NA
"1397",NA,"EUR",NA,NA,NA,NA,21.9,4.5,15,NA,NA,NA
"1398",10742,"EUR",NA,NA,NA,NA,25.9,3.9,3,3.9,"von",40.5
"1399",NA,"EUR",NA,NA,NA,NA,20.59,4.8,22,NA,NA,NA
"1400",NA,"EUR",NA,NA,NA,NA,23.9,4.3,117,NA,NA,NA
"1401",NA,"EUR",NA,NA,NA,NA,18.9,4.7,NA,NA,NA,NA
"1402",NA,"EUR",NA,NA,NA,NA,11.99,4.2,8,NA,NA,NA
"1403",NA,"EUR",NA,NA,NA,NA,9.99,4.9,NA,NA,NA,NA
"1404",NA,"EUR",NA,NA,NA,NA,12.9,NA,NA,NA,NA,NA
"1405",14740,"EUR",NA,NA,NA,NA,10.99,NA,NA,NA,NA,71.5
"1406",NA,"EUR",NA,NA,NA,NA,14.9,4.8,NA,NA,NA,NA
"1407",NA,"EUR",NA,NA,NA,NA,16.9,NA,NA,NA,NA,NA
"1408",NA,"EUR",NA,NA,NA,NA,25.7,4.3,32,NA,NA,NA
"1409",NA,"EUR",NA,NA,NA,NA,7.95,4.8,NA,NA,NA,NA
"1410",NA,"EUR",NA,NA,NA,NA,9.92,NA,468,NA,NA,NA
"1411",NA,"EUR",NA,NA,NA,NA,14.99,4.8,8,NA,NA,NA
"1412",8075,"EUR",NA,NA,NA,NA,16.79,5,22,5,"von",71.5
"1413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414",NA,"EUR",NA,NA,NA,NA,18.9,4.7,83,NA,NA,NA
"1415",NA,"EUR",NA,NA,NA,NA,14.9,4.6,37,NA,NA,NA
"1416",NA,"EUR",NA,NA,NA,NA,14.95,4.7,NA,NA,NA,NA
"1417",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1418",NA,"EUR",NA,NA,NA,NA,14.95,4.8,NA,NA,NA,NA
"1419",NA,"EUR",NA,NA,NA,NA,18,NA,NA,NA,NA,NA
"1420",NA,"EUR",NA,NA,NA,NA,14.95,4.7,NA,NA,NA,NA
"1421",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"1422",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1423",NA,"EUR",NA,NA,NA,NA,11,4.2,NA,NA,NA,NA
"1424",NA,"EUR",NA,NA,NA,NA,11.99,3.9,NA,NA,NA,NA
"1425",NA,"EUR",NA,NA,NA,NA,12.99,NA,NA,NA,NA,NA
"1426",NA,"EUR",NA,NA,NA,NA,21.9,4.3,26,NA,NA,NA
"1427",NA,"EUR",NA,NA,NA,NA,6.79,NA,19,NA,NA,NA
"1428",NA,"EUR",NA,NA,NA,NA,21.9,4.2,58,NA,NA,NA
"1429",NA,"EUR",NA,NA,NA,NA,20.59,4.8,23,NA,NA,NA
"1430",NA,"EUR",NA,NA,NA,NA,19.9,NA,6,NA,NA,NA
"1431",NA,"EUR",NA,NA,NA,NA,19.95,NA,NA,NA,NA,NA
"1432",7257,"EUR",NA,NA,NA,NA,9.99,4.6,37,81.6,"g",145
"1433",NA,"EUR",NA,NA,NA,NA,13.21,4.9,NA,NA,NA,NA
"1434",NA,"EUR",NA,NA,NA,NA,12.99,4.3,75,NA,NA,NA
"1435",75852,NA,NA,NA,NA,NA,NA,3.2,12,NA,NA,71.5
"1436",NA,"EUR",NA,NA,NA,NA,14.99,4.8,8,NA,NA,NA
"1437",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"1438",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1439",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"1440",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"1441",NA,"EUR",NA,NA,NA,NA,9.99,4.9,NA,NA,NA,NA
"1442",NA,"EUR",NA,NA,NA,NA,9.99,4.8,NA,NA,NA,NA
"1443",1279,"EUR",NA,NA,NA,NA,11.95,4.4,85,4.4,"von",386.5
"1444",NA,"EUR",NA,NA,NA,NA,9.99,4.9,NA,NA,NA,NA
"1445",NA,"EUR",NA,NA,NA,NA,9.99,4.8,NA,NA,NA,NA
"1446",NA,"EUR",NA,NA,NA,NA,10.9,NA,11,NA,NA,NA
"1447",NA,"EUR",NA,NA,NA,NA,29.95,NA,6,NA,NA,NA
"1448",NA,"EUR",NA,NA,NA,NA,19.9,NA,35,NA,NA,NA
"1449",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"1450",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1451",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"1452",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"1453",NA,"EUR",NA,NA,NA,NA,23.9,4.2,9,NA,NA,NA
"1454",NA,"EUR",NA,NA,NA,NA,16.65,4.9,33,NA,NA,NA
"1455",NA,"EUR",NA,NA,NA,NA,28.89,4.6,31,NA,NA,NA
"1456",NA,"EUR",NA,NA,NA,NA,14.99,3.5,9,NA,NA,NA
"1457",NA,"EUR",NA,NA,NA,NA,25.9,3.9,3,NA,NA,NA
"1458",NA,"EUR",NA,NA,NA,NA,10.44,4.4,NA,NA,NA,NA
"1459",NA,"EUR",NA,NA,NA,NA,16.99,NA,5,NA,NA,NA
"1460",3482,"EUR",NA,NA,NA,NA,17.9,5,6,5,"von",79
"1461",16266,"EUR",NA,NA,NA,NA,16.95,4.9,19,141,"g",122.5
"1462",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1463",NA,"EUR",NA,NA,NA,NA,14.95,4.8,NA,NA,NA,NA
"1464",NA,"EUR",NA,NA,NA,NA,14.95,4.7,NA,NA,NA,NA
"1465",NA,"EUR",NA,NA,NA,NA,21.9,4.5,15,NA,NA,NA
"1466",NA,"EUR",NA,NA,NA,NA,14.99,3.5,9,NA,NA,NA
"1467",NA,"EUR",NA,NA,NA,NA,14.97,NA,14,NA,NA,NA
"1468",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"1469",NA,"EUR",NA,NA,NA,NA,19.99,NA,4,NA,NA,NA
"1470",NA,"EUR",NA,NA,NA,NA,17.99,4.5,59,NA,NA,NA
"1471",NA,"EUR",NA,NA,NA,NA,16.99,NA,NA,NA,NA,NA
"1472",NA,"EUR",NA,NA,NA,NA,19.9,NA,28,NA,NA,NA
"1473",NA,"EUR",NA,NA,NA,NA,18.9,4.7,NA,NA,NA,NA
"1474",NA,"EUR",NA,NA,NA,NA,16.9,NA,4,NA,NA,NA
"1475",NA,"EUR",NA,NA,NA,NA,17.49,NA,36,NA,NA,NA
"1476",NA,"EUR",NA,NA,NA,NA,14.99,3.5,9,NA,NA,NA
"1477",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"1478",NA,"EUR",NA,NA,NA,NA,11.39,4.5,NA,NA,NA,NA
"1479",NA,"EUR",NA,NA,NA,NA,14.9,4.8,NA,NA,NA,NA
"1480",NA,"EUR",NA,NA,NA,NA,18.9,4.7,NA,NA,NA,NA
"1481",4628,"EUR",NA,NA,NA,NA,13.99,4.3,54,4.3,"von",138.5
"1482",NA,"EUR",NA,NA,NA,NA,18.99,4.7,31,NA,NA,NA
"1483",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"1484",NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA
"1485",NA,"EUR",NA,NA,NA,NA,14.95,4.7,NA,NA,NA,NA
"1486",NA,"EUR",NA,NA,NA,NA,19.66,4.2,NA,NA,NA,NA
"1487",NA,"EUR",NA,NA,NA,NA,13.29,4.2,NA,NA,NA,NA
"1488",1503,"EUR",NA,NA,NA,NA,19.99,4.7,282,4.7,"von",135
"1489",NA,"EUR",NA,NA,NA,NA,15.95,NA,NA,NA,NA,NA
"1490",NA,"EUR",NA,NA,NA,NA,10.2,4.3,25,NA,NA,NA
"1491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1492",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"1493",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1494",NA,"EUR",NA,NA,NA,NA,11,4.2,NA,NA,NA,NA
"1495",NA,"EUR",NA,NA,NA,NA,11.99,3.9,NA,NA,NA,NA
"1496",NA,"EUR",NA,NA,NA,NA,21.9,4.3,26,NA,NA,NA
"1497",NA,"EUR",NA,NA,NA,NA,7.95,4.7,29,NA,NA,NA
"1498",NA,"EUR",NA,NA,NA,NA,21.9,4.2,58,NA,NA,NA
"1499",NA,"EUR",NA,NA,NA,NA,4.95,NA,1,NA,NA,NA
"1500",NA,"EUR",NA,NA,NA,NA,13.21,4.9,NA,NA,NA,NA
"1501",NA,"EUR",NA,NA,NA,NA,11.39,4.5,NA,NA,NA,NA
"1502",33,NA,NA,NA,NA,NA,NA,4.5,854,NA,NA,3030
"1503",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"1504",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1505",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"1506",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"1507",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"1508",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1509",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"1510",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"1511",20561,"EUR",NA,NA,NA,NA,22.9,NA,NA,NA,NA,73
"1512",NA,"EUR",NA,NA,NA,NA,11.31,4.1,NA,NA,NA,NA
"1513",NA,"EUR",NA,NA,NA,NA,19.9,NA,35,NA,NA,NA
"1514",NA,"EUR",NA,NA,NA,NA,13.21,4.9,NA,NA,NA,NA
"1515",NA,"EUR",NA,NA,NA,NA,10.9,4.7,8,NA,NA,NA
"1516",34046,"EUR",NA,NA,NA,NA,8.99,3.2,147,3.2,"von",71.5
"1517",939728,NA,NA,NA,NA,NA,NA,2.7,3,NA,NA,35
"1518",NA,"EUR",NA,NA,NA,NA,10.9,NA,11,NA,NA,NA
"1519",NA,"EUR",NA,NA,NA,NA,10.9,4.7,8,NA,NA,NA
"1520",NA,"EUR",NA,NA,NA,NA,15.95,NA,12,NA,NA,NA
"1521",NA,"EUR",NA,NA,NA,NA,14.9,4.8,NA,NA,NA,NA
"1522",NA,"EUR",NA,NA,NA,NA,19.9,NA,35,NA,NA,NA
"1523",NA,"EUR",NA,NA,NA,NA,16.9,NA,NA,NA,NA,NA
"1524",NA,"EUR",NA,NA,NA,NA,9.99,NA,7,NA,NA,NA
"1525",NA,"EUR",NA,NA,NA,NA,8.89,NA,NA,NA,NA,NA
"1526",NA,"EUR",NA,NA,NA,NA,13.95,4.9,242,NA,NA,NA
"1527",NA,"EUR",NA,NA,NA,NA,15.95,NA,6,NA,NA,NA
"1528",NA,"EUR",NA,NA,NA,NA,21.9,4.2,58,NA,NA,NA
"1529",NA,"EUR",NA,NA,NA,NA,21.9,4.5,15,NA,NA,NA
"1530",NA,"EUR",NA,NA,NA,NA,10.9,4.7,8,NA,NA,NA
"1531",NA,"EUR",NA,NA,NA,NA,19.9,NA,28,NA,NA,NA
"1532",NA,"EUR",NA,NA,NA,NA,10.9,NA,11,NA,NA,NA
"1533",NA,"EUR",NA,NA,NA,NA,20.59,4.8,23,NA,NA,NA
"1534",NA,"EUR",NA,NA,NA,NA,16.9,NA,4,NA,NA,NA
"1535",675044,"EUR",NA,NA,NA,NA,8.89,NA,NA,81.6,"g",122.5
"1536",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"1537",90292,"EUR",NA,NA,NA,NA,9.99,3.6,14,3.6,"von",35
"1538",NA,"EUR",NA,NA,NA,NA,14.99,4.9,26,NA,NA,NA
"1539",NA,"EUR",NA,NA,NA,NA,11.69,NA,2,NA,NA,NA
"1540",NA,"EUR",NA,NA,NA,NA,18.9,NA,NA,NA,NA,NA
"1541",NA,"EUR",NA,NA,NA,NA,18.9,NA,NA,NA,NA,NA
"1542",NA,"EUR",NA,NA,NA,NA,17.79,NA,NA,NA,NA,NA
"1543",18596,"EUR",NA,NA,NA,NA,26.96,4.4,40,18.1,"g",22.5
"1544",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"1545",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1546",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"1547",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"1548",NA,"EUR",NA,NA,NA,NA,17.9,4.3,23,NA,NA,NA
"1549",NA,"EUR",NA,NA,NA,NA,13.95,4.9,97,NA,NA,NA
"1550",20045,"EUR",NA,NA,NA,NA,13.95,NA,NA,NA,NA,122.5
"1551",65702,"EUR",NA,NA,NA,NA,21.99,4.2,71,4.2,"von",71.5
"1552",54144,"EUR",NA,NA,NA,NA,17.99,NA,NA,81.6,"g",122.5
"1553",NA,"EUR",NA,NA,NA,NA,8.89,NA,NA,NA,NA,NA
"1554",NA,"EUR",NA,NA,NA,NA,20.59,4.8,23,NA,NA,NA
"1555",13036,"EUR",NA,NA,NA,NA,15.97,4.9,28,4.9,"von",71.5
"1556",NA,"EUR",NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1557",28627,"EUR",NA,NA,NA,NA,19.9,3.8,NA,NA,NA,81.5
"1558",NA,"EUR",NA,NA,NA,NA,19.99,NA,NA,NA,NA,NA
"1559",NA,"EUR",NA,NA,NA,NA,22.99,NA,NA,NA,NA,NA
"1560",NA,"EUR",NA,NA,NA,NA,17.99,NA,NA,NA,NA,NA
"1561",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"1562",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1563",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"1564",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"1565",NA,"EUR",NA,NA,NA,NA,32,NA,4,NA,NA,NA
"1566",NA,"EUR",NA,NA,NA,NA,34,NA,5,NA,NA,NA
"1567",33,"EUR",NA,NA,NA,NA,NA,4.3,899,NA,NA,2970
"1568",11458,"EUR",NA,NA,NA,NA,9.99,5,1,NA,NA,71.5
"1569",NA,"EUR",NA,NA,NA,NA,7.99,3.4,164,NA,NA,NA
"1570",15330,"EUR",NA,NA,NA,NA,28,5,2,NA,NA,73
"1571",NA,"EUR",NA,NA,NA,NA,NA,4.3,301,NA,NA,NA
"1572",NA,"EUR",NA,NA,NA,NA,11,4.2,NA,NA,NA,NA
"1573",NA,"EUR",NA,NA,NA,NA,11.39,4.5,NA,NA,NA,NA
"1574",NA,"EUR",NA,NA,NA,NA,13.29,4.2,NA,NA,NA,NA
"1575",NA,"EUR",NA,NA,NA,NA,9.49,4.4,NA,NA,NA,NA
"1576",706,"EUR",NA,NA,NA,NA,12.79,4.2,56,4.2,"von",460
"1577",NA,"EUR",NA,NA,NA,NA,10.36,NA,NA,NA,NA,NA
"1578",NA,"EUR",NA,NA,NA,NA,15.95,NA,NA,NA,NA,NA
"1579",NA,"EUR",NA,NA,NA,NA,18.99,4.7,NA,NA,NA,NA
"1580",NA,"EUR",NA,NA,NA,NA,28.95,4.4,288,NA,NA,NA
"1581",NA,"EUR",NA,NA,NA,NA,34,NA,5,NA,NA,NA
"1582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1583",NA,"EUR",NA,NA,NA,NA,7.99,3.4,164,NA,NA,NA
"1584",NA,"EUR",NA,NA,NA,NA,28,NA,1,NA,NA,NA
"1585",NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA
"1586",NA,"EUR",NA,NA,NA,NA,10.9,4.7,8,NA,NA,NA
"1587",NA,"EUR",NA,NA,NA,NA,68.99,NA,NA,NA,NA,NA
"1588",NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA
"1589",NA,"EUR",NA,NA,NA,NA,41.52,2.4,NA,NA,NA,NA
"1590",NA,"EUR",NA,NA,NA,NA,44.87,NA,NA,NA,NA,NA
"1591",NA,"EUR",NA,NA,NA,NA,52.99,NA,NA,NA,NA,NA
"1592",NA,"EUR",NA,NA,NA,NA,34.49,NA,NA,NA,NA,NA
"1593",NA,"EUR",NA,NA,NA,NA,43.34,NA,NA,NA,NA,NA
"1594",NA,"EUR",NA,NA,NA,NA,72.99,NA,1,NA,NA,NA
"1595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1597",NA,"EUR",NA,NA,NA,NA,11.43,3.9,8,NA,NA,NA
"1598",NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA
"1599",NA,"EUR",NA,NA,NA,NA,23.47,NA,NA,NA,NA,NA
"1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1602",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"1603",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1604",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"1605",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"1606",NA,"EUR",NA,NA,NA,NA,14.22,3.6,NA,NA,NA,NA
"1607",NA,"EUR",NA,NA,NA,NA,19.95,3.9,NA,NA,NA,NA
"1608",NA,"EUR",NA,NA,NA,NA,14.96,4.2,NA,NA,NA,NA
"1609",NA,"EUR",NA,NA,NA,NA,13.25,3.9,NA,NA,NA,NA
"1610",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"1611",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1612",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"1613",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"1614",NA,"EUR",NA,NA,NA,NA,7.95,4.7,29,NA,NA,NA
"1615",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"1616",NA,"EUR",NA,NA,NA,NA,23.9,4.2,9,NA,NA,NA
"1617",NA,"EUR",NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1618",14881,"EUR",NA,NA,NA,NA,9.99,NA,NA,NA,NA,71.5
"1619",NA,"EUR",NA,NA,NA,NA,9.99,4.1,18,NA,NA,NA
"1620",NA,"EUR",NA,NA,NA,NA,11.31,4.1,NA,NA,NA,NA
"1621",NA,"EUR",NA,NA,NA,NA,15.95,NA,NA,NA,NA,NA
"1622",NA,"EUR",NA,NA,NA,NA,11.9,NA,NA,NA,NA,NA
"1623",NA,"EUR",NA,NA,NA,NA,7.95,4.7,29,NA,NA,NA
"1624",NA,"EUR",NA,NA,NA,NA,7.95,4.7,29,NA,NA,NA
"1625",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"1626",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1627",NA,"EUR",NA,NA,NA,NA,11,4.2,NA,NA,NA,NA
"1628",NA,"EUR",NA,NA,NA,NA,11.99,3.9,NA,NA,NA,NA
"1629",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"1630",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1631",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"1632",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"1633",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"1634",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1635",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"1636",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"1637",NA,"EUR",NA,NA,NA,NA,9.99,4.9,NA,NA,NA,NA
"1638",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1639",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"1640",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"1641",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"1642",NA,"EUR",NA,NA,NA,NA,9.92,NA,NA,NA,NA,NA
"1643",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"1644",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1645",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"1646",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"1647",NA,"EUR",NA,NA,NA,NA,9.92,NA,468,NA,NA,NA
"1648",NA,"EUR",NA,NA,NA,NA,14.99,NA,647,NA,NA,NA
"1649",NA,"EUR",NA,NA,NA,NA,11.49,4.1,81,NA,NA,NA
"1650",8466,"EUR",NA,NA,NA,NA,14.95,4.5,63,NA,NA,71.5
"1651",NA,"EUR",NA,NA,NA,NA,17.45,4.6,NA,NA,NA,NA
"1652",NA,"EUR",NA,NA,NA,NA,13,4.2,NA,NA,NA,NA
"1653",NA,"EUR",NA,NA,NA,NA,10.35,4.2,NA,NA,NA,NA
"1654",NA,"EUR",NA,NA,NA,NA,11.99,3.8,NA,NA,NA,NA
"1655",18798,NA,NA,NA,NA,NA,NA,5,32,NA,NA,81.5
